"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"TYROBP1",2.33286279478563e-143,0.645222700366006,0.767,0.169,4.61486918064493e-139,"8","TYROBP",0.598
"PLIN21",7.77927286867683e-141,1.70683791886284,0.681,0.19,1.53889575888165e-136,"8","PLIN2",0.491
"NSMCE1",2.81354820748881e-135,1.63794827187283,0.571,0.135,5.56576106405436e-131,"8","NSMCE1",0.436
"CD633",1.41455354643192e-134,1.3461636797614,0.923,0.461,2.79826982555163e-130,"8","CD63",0.462
"VIM2",1.28411115116592e-133,1.2723742405819,0.997,0.745,2.54022867923643e-129,"8","VIM",0.252
"SMYD3",4.49763381184096e-133,0.765636717415223,0.288,0.032,8.89721920658379e-129,"8","SMYD3",0.256
"ADRB2",1.68608961925785e-123,0.688564763117179,0.258,0.027,3.33542248481587e-119,"8","ADRB2",0.231
"ALOX5AP1",1.60849702660946e-121,1.39487003033394,0.776,0.283,3.18192881803884e-117,"8","ALOX5AP",0.493
"TSC22D12",4.53495537508718e-119,1.23063527945804,0.429,0.077,8.97104872299745e-115,"8","TSC22D1",0.352
"DUSP10",2.34750567266588e-117,1.22923055659702,0.525,0.124,4.64383572166764e-113,"8","DUSP10",0.401
"ANXA12",2.18520846376767e-113,1.50219302210571,0.929,0.479,4.3227793830252e-109,"8","ANXA1",0.45
"TMEM176B2",1.59143558260685e-109,0.927707559808773,0.368,0.061,3.14817786951286e-105,"8","TMEM176B",0.307
"MAST41",6.63031509377015e-107,0.841084436246091,0.347,0.056,1.31160893184961e-102,"8","MAST4",0.291
"ACOT7",2.59411739807436e-106,1.30431869201958,0.264,0.034,5.1316830368707e-102,"8","ACOT7",0.23
"ALOX5",1.57908588131143e-98,0.753661847239383,0.276,0.039,3.12374769041027e-94,"8","ALOX5",0.237
"LAPTM4A1",1.92060938155587e-96,1.2687578987752,0.798,0.418,3.79934947859383e-92,"8","LAPTM4A",0.38
"RNF1301",5.07881362944719e-95,0.827321557686824,0.402,0.081,1.00469091217724e-90,"8","RNF130",0.321
"TNFRSF12A",4.06641511332764e-92,0.824232270779009,0.328,0.058,8.04418237718474e-88,"8","TNFRSF12A",0.27
"FTH11",6.45891910128708e-90,0.979170987921128,1,0.979,1.27770337661661e-85,"8","FTH1",0.021
"SDCBP1",2.26728469348954e-89,1.35440747779469,0.804,0.469,4.48514258066101e-85,"8","SDCBP",0.335
"DUSP14",7.32886233659503e-87,0.701487565896456,0.27,0.042,1.44979554742523e-82,"8","DUSP14",0.228
"BHLHE401",5.52832058575339e-84,1.07159524293958,0.601,0.206,1.09361237827373e-79,"8","BHLHE40",0.395
"TWISTNB1",1.95339656792816e-82,1.25354426302067,0.479,0.134,3.86420909067548e-78,"8","TWISTNB",0.345
"AHR",5.75644801968104e-80,0.943661110080735,0.359,0.078,1.1387405472533e-75,"8","AHR",0.281
"CLIC11",1.50100243287195e-79,1.01358138018026,0.847,0.552,2.96928301270729e-75,"8","CLIC1",0.295
"RGS2",3.39047515497832e-75,1.40844187395641,0.712,0.346,6.7070379515781e-71,"8","RGS2",0.366
"H3F3B",5.03634797218598e-74,0.731688419310329,0.994,0.927,9.9629035585783e-70,"8","H3F3B",0.0669999999999999
"NFKBIA1",9.42479951142281e-74,1.18286356080073,0.899,0.617,1.86441383934966e-69,"8","NFKBIA",0.282
"LAT2",2.38724589466582e-72,0.68483345148198,0.291,0.056,4.72244982882792e-68,"8","LAT2",0.235
"BCL2A11",1.02154268474652e-69,0.972676938320455,0.546,0.183,2.02081573896558e-65,"8","BCL2A1",0.363
"SELK",3.21751494954591e-65,1.17409288109804,0.868,0.685,6.36488807319173e-61,"8","SELK",0.183
"MSRA",1.62689968612194e-62,0.637899103455172,0.264,0.053,3.21833295908642e-58,"8","MSRA",0.211
"MAPK6",1.46401714363676e-59,0.773794437745306,0.273,0.058,2.89611871354223e-55,"8","MAPK6",0.215
"SRGN1",2.3931730668534e-59,0.686754138822548,0.975,0.852,4.73417496084939e-55,"8","SRGN",0.123
"VAPA",3.81363531219891e-59,1.03049743225044,0.675,0.365,7.54413337459188e-55,"8","VAPA",0.31
"CTSD1",1.23107760053631e-58,0.734239499611208,0.61,0.263,2.43531770938092e-54,"8","CTSD",0.347
"WASH4P",9.33495779175399e-58,1.0097790033916,0.368,0.106,1.84664135036477e-53,"8","WASH4P",0.262
"TUBA1A",6.93846104297806e-54,1.39030732477756,0.718,0.454,1.37256636352192e-49,"8","TUBA1A",0.264
"CDC42EP31",7.58635298403256e-53,0.761097546269509,0.383,0.117,1.50073234730132e-48,"8","CDC42EP3",0.266
"CKLF",1.01020181695427e-51,0.924603416456525,0.512,0.207,1.99838123429895e-47,"8","CKLF",0.305
"ID21",2.34578127696217e-51,1.15043093990797,0.706,0.39,4.64042452208657e-47,"8","ID2",0.316
"UBB",3.12245223809128e-51,0.629374434275126,0.923,0.898,6.17683501739218e-47,"8","UBB",0.025
"LAT",2.38666328573041e-49,0.7477414094566,0.42,0.139,4.72129731183189e-45,"8","LAT",0.281
"SAT11",3.56723365703358e-49,0.671204891016012,0.926,0.758,7.05670162034383e-45,"8","SAT1",0.168
"ELL2",4.35780047849547e-48,0.862035002341621,0.436,0.159,8.62060090655973e-44,"8","ELL2",0.277
"RGS11",1.77903252519089e-47,0.830495093053071,0.831,0.541,3.51928214133262e-43,"8","RGS1",0.29
"RPL36AL",2.46555827465444e-47,0.543655880542517,0.942,0.841,4.87736737892141e-43,"8","RPL36AL",0.101
"CTNNBL1",2.50014687922599e-47,0.636960338019322,0.31,0.086,4.94579055648485e-43,"8","CTNNBL1",0.224
"MAP3K8",7.09187853549781e-47,0.861636372258798,0.506,0.211,1.40291541189218e-42,"8","MAP3K8",0.295
"SGK12",1.72030625470509e-46,0.867828691714344,0.439,0.162,3.40310983305761e-42,"8","SGK1",0.277
"PRDX12",3.41866214461902e-46,1.02477705332518,0.724,0.497,6.76279745448534e-42,"8","PRDX1",0.227
"MAPK1",2.8931144120777e-45,0.712522957626204,0.27,0.07,5.72315892997211e-41,"8","MAPK1",0.2
"CD82",1.652208460233e-44,0.77093926960242,0.353,0.114,3.26839877603292e-40,"8","CD82",0.239
"EMP31",7.46045654250015e-43,0.72389967366969,0.807,0.569,1.47582751323738e-38,"8","EMP3",0.238
"GPR65",3.81369080555969e-41,0.821905619345087,0.31,0.095,7.54424315155818e-37,"8","GPR65",0.215
"ASAH11",4.04952092499928e-37,0.700849903901386,0.463,0.201,8.01076229383358e-33,"8","ASAH1",0.262
"S100A112",6.95657201432323e-37,0.569514127378223,0.791,0.538,1.37614907587342e-32,"8","S100A11",0.253
"TUBA1B",1.3295859180811e-35,0.700320491953226,0.77,0.585,2.63018686314804e-31,"8","TUBA1B",0.185
"NFKB11",1.48067193266744e-35,0.747780346262692,0.439,0.185,2.92906521720273e-31,"8","NFKB1",0.254
"NFKBIZ1",1.78909518594842e-35,0.761508724480273,0.353,0.13,3.53918809684316e-31,"8","NFKBIZ",0.223
"KDM6B",2.03490026337896e-35,0.751585596522679,0.494,0.231,4.02543970101625e-31,"8","KDM6B",0.263
"REL1",4.29759250753515e-35,0.731425256912989,0.638,0.372,8.50149749840603e-31,"8","REL",0.266
"DDAH21",1.1211995824643e-34,0.634955110814904,0.31,0.104,2.21795701403088e-30,"8","DDAH2",0.206
"GNA151",2.03678476023332e-34,0.690247078174439,0.276,0.087,4.02916761269355e-30,"8","GNA15",0.189
"BST22",2.38376395100761e-30,0.691246669513958,0.485,0.248,4.71556184788326e-26,"8","BST2",0.237
"ARL6IP5",1.0355411315132e-29,0.702660103586032,0.546,0.307,2.04850746635942e-25,"8","ARL6IP5",0.239
"SPINT21",1.04465216286711e-29,0.509734424090516,0.365,0.147,2.06653090858371e-25,"8","SPINT2",0.218
"SQSTM11",3.99963607000144e-29,0.593048043467936,0.699,0.474,7.91208007367684e-25,"8","SQSTM1",0.225
"BIRC3",8.35657389725675e-28,0.914334831719139,0.546,0.319,1.65309744835533e-23,"8","BIRC3",0.227
"STMN1",1.87222731805634e-26,0.574709211226299,0.393,0.174,3.70364008057906e-22,"8","STMN1",0.219
"RNF145",2.6710701601525e-26,0.693974548245531,0.417,0.208,5.28391099081368e-22,"8","RNF145",0.209
"RBM8A",2.85477022497954e-25,0.618442527264654,0.69,0.513,5.64730645905452e-21,"8","RBM8A",0.177
"ZEB2",1.12278665163638e-24,0.508702848619844,0.322,0.131,2.22109655426708e-20,"8","ZEB2",0.191
"DNAJA12",4.1140759547175e-24,0.918549482049319,0.623,0.454,8.13846505362216e-20,"8","DNAJA1",0.169
"SKIL",1.61169055413924e-23,0.589120714708017,0.479,0.26,3.18824625419824e-19,"8","SKIL",0.219
"SAMSN1",3.93387041708548e-23,0.655195773908731,0.629,0.44,7.78198245907851e-19,"8","SAMSN1",0.189
"MT2A3",5.72284808502529e-23,1.29327567387489,0.46,0.272,1.1320938081797e-18,"8","MT2A",0.188
"FDX1",9.62059769047593e-23,1.01345904887678,0.38,0.197,1.90314663512995e-18,"8","FDX1",0.183
"STX111",2.38158602477938e-22,0.573710797624324,0.38,0.186,4.71125347421857e-18,"8","STX11",0.194
"AKAP13",2.55417698613566e-22,0.645172340410236,0.503,0.296,5.05267291397357e-18,"8","AKAP13",0.207
"ANKRD281",3.50705277554577e-22,0.55154825554389,0.417,0.211,6.93765180058464e-18,"8","ANKRD28",0.206
"GPX41",4.34286114168108e-22,0.575005263139484,0.672,0.509,8.59104791047352e-18,"8","GPX4",0.163
"FOSB2",9.14299465303378e-22,0.772579308294304,0.69,0.535,1.80866720226314e-17,"8","FOSB",0.155
"MYADM",2.42818797446428e-21,0.595118006797736,0.613,0.417,4.80344145108525e-17,"8","MYADM",0.196
"DRAP1",5.08439733957946e-21,0.643044407584297,0.494,0.313,1.00579548171561e-16,"8","DRAP1",0.181
"RAC2",6.70180834277163e-21,0.610233721567384,0.543,0.345,1.32575172636708e-16,"8","RAC2",0.198
"SOCS1",8.42332747675224e-21,0.657417194445786,0.255,0.103,1.66630264145113e-16,"8","SOCS1",0.152
"RHBDD21",1.04467161342205e-20,0.551977994654469,0.411,0.214,2.06656938567149e-16,"8","RHBDD2",0.197
"RASSF5",1.98756107969529e-20,0.687285366064912,0.396,0.213,3.93179332785323e-16,"8","RASSF5",0.183
"PRNP",6.69358881450427e-20,0.688146093143618,0.463,0.283,1.32412573928523e-15,"8","PRNP",0.18
"RGS101",1.53308927057181e-19,0.527873077564055,0.469,0.269,3.03275719504515e-15,"8","RGS10",0.2
"ATP6V1F1",2.07552671833356e-19,0.53907871794213,0.567,0.376,4.10580695420745e-15,"8","ATP6V1F",0.191
"NFE2L2",5.8244153649853e-19,0.565478293249735,0.429,0.241,1.15218584750139e-14,"8","NFE2L2",0.188
"C4orf48",9.46623371706303e-19,0.576661624648512,0.387,0.212,1.87261035390941e-14,"8","C4orf48",0.175
"HSP90AB1",1.03836963912589e-18,0.557905352975257,0.727,0.665,2.05410282011884e-14,"8","HSP90AB1",0.0619999999999999
"SEPT2",2.25437492643487e-18,0.52143238284252,0.34,0.177,4.45960447947347e-14,"8","SEPT2",0.163
"CNIH1",1.96760340537936e-17,0.558167988330878,0.38,0.211,3.89231305652146e-13,"8","CNIH1",0.169
"DYNLL1",4.95600179254535e-17,0.504421809613408,0.709,0.57,9.80396274601322e-13,"8","DYNLL1",0.139
"CKS2",2.86757023696503e-16,0.623774492904493,0.313,0.16,5.67262744276423e-12,"8","CKS2",0.153
"YWHAE1",1.79329846821681e-15,0.534974548135031,0.433,0.278,3.5475030298265e-11,"8","YWHAE",0.155
"SYAP1",2.09328266280846e-15,0.633352815424538,0.475,0.322,4.14093176356769e-11,"8","SYAP1",0.153
"CTNNB12",4.06912815158268e-12,0.515029968184776,0.35,0.206,8.04954930946086e-08,"8","CTNNB1",0.144
"ARL6IP1",3.49040928615372e-08,0.515096948542177,0.472,0.381,0.000690472764986928,"8","ARL6IP1",0.091
"FAM107B",1.31122017750478e-07,0.514809336048603,0.337,0.236,0.00259385575513995,"8","FAM107B",0.101
